table_num,table_name,Item,fiber,period,period_name,value,unit
1,"U.S. textile imports, by fiber",Floor coverings,Linen,1995,calendar year,35029128,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,1996,calendar year,31911733,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,1997,calendar year,36845742,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,1998,calendar year,44994663,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,1999,calendar year,55636418,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2000,calendar year,76960548,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2001,calendar year,77603619,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2002,calendar year,96615072,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2003,calendar year,115817447,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2004,calendar year,142013459,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2005,calendar year,156571682,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2006,calendar year,162211462,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2007,calendar year,159070400,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2008,calendar year,137965508,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2009,calendar year,131672794,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2010,calendar year,176040206,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2011,calendar year,167951538,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2012,calendar year,174564958,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2013,calendar year,191599653,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2014,calendar year,220363874,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2015,calendar year,243986313,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2016,calendar year,298073532,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2017,calendar year,355546170,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2018,calendar year,402926739,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2019,calendar year,467549955,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2020,calendar year,549716609,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2021,calendar year,669840016,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2022,calendar year,485456080,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2023,calendar year,422898652,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2024,calendar year,458850062,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Linen,2025,calendar year,451265401,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,1989,calendar year,56934377,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,1990,calendar year,53493103,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,1991,calendar year,51752600,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,1992,calendar year,65774318,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,1993,calendar year,66290700,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,1994,calendar year,72774623,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,1995,calendar year,83332141,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,1996,calendar year,69535891,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,1997,calendar year,83251659,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,1998,calendar year,104116413,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,1999,calendar year,115919386,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2000,calendar year,138772588,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2001,calendar year,137969959,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2002,calendar year,154456629,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2003,calendar year,165522898,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2004,calendar year,170938805,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2005,calendar year,175852863,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2006,calendar year,187309350,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2007,calendar year,169281476,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2008,calendar year,142599977,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2009,calendar year,100947849,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2010,calendar year,120459611,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2011,calendar year,115662079,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2012,calendar year,106429422,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2013,calendar year,114609626,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2014,calendar year,132371975,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2015,calendar year,130780392,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2016,calendar year,133808101,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2017,calendar year,127039848,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2018,calendar year,132359970,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2019,calendar year,116679225,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2020,calendar year,102077857,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2021,calendar year,130797285,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2022,calendar year,135606950,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2023,calendar year,116635481,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2024,calendar year,129254706,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Wool,2025,calendar year,141277237,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,1989,calendar year,938203,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,1990,calendar year,876761,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,1991,calendar year,1215499,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,1992,calendar year,1467885,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,1993,calendar year,2188648,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,1994,calendar year,3965693,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,1995,calendar year,5098204,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,1996,calendar year,4025386,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,1997,calendar year,4822831,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,1998,calendar year,5979146,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,1999,calendar year,7566110,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2000,calendar year,8192670,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2001,calendar year,10505153,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2002,calendar year,12042804,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2003,calendar year,19273136,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2004,calendar year,20345440,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2005,calendar year,18516348,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2006,calendar year,22067656,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2007,calendar year,21786501,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2008,calendar year,19827518,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2009,calendar year,22154392,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2010,calendar year,23459048,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2011,calendar year,19275033,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2012,calendar year,19699855,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2013,calendar year,20940929,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2014,calendar year,26785557,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2015,calendar year,29363246,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2016,calendar year,31365993,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2017,calendar year,34160777,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2018,calendar year,36358162,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2019,calendar year,30214933,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2020,calendar year,34624760,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2021,calendar year,54004654,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2022,calendar year,41593220,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2023,calendar year,44030324,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2024,calendar year,46999275,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Silk,2025,calendar year,47772237,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,1989,calendar year,62103752,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,1990,calendar year,60442127,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,1991,calendar year,57364687,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,1992,calendar year,60938563,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,1993,calendar year,64012384,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,1994,calendar year,88695956,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,1995,calendar year,95632237,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,1996,calendar year,112954655,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,1997,calendar year,125079176,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,1998,calendar year,131692305,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,1999,calendar year,165877929,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2000,calendar year,180480554,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2001,calendar year,195216596,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2002,calendar year,235454224,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2003,calendar year,239303311,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2004,calendar year,264614876,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2005,calendar year,284808511,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2006,calendar year,309841270,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2007,calendar year,309594756,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2008,calendar year,276835336,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2009,calendar year,245278804,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2010,calendar year,286771051,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2011,calendar year,295669551,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2012,calendar year,317723033,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2013,calendar year,350363945,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2014,calendar year,393532644,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2015,calendar year,416053590,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2016,calendar year,449230962,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2017,calendar year,474515774,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2018,calendar year,555246046,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2019,calendar year,485038398,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2020,calendar year,550744583,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2021,calendar year,706719552,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2022,calendar year,310630190,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2023,calendar year,290954067,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2024,calendar year,339582529,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Synthetic,2025,calendar year,308290885,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,1989,calendar year,161232416,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,1990,calendar year,156193333,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,1991,calendar year,156291287,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,1992,calendar year,196605523,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,1993,calendar year,210105601,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,1994,calendar year,254124683,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,1995,calendar year,266375459,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,1996,calendar year,262099421,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,1997,calendar year,299739740,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,1998,calendar year,333355085,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,1999,calendar year,399735098,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2000,calendar year,461984874,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2001,calendar year,479340362,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2002,calendar year,571842881,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2003,calendar year,627350130,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2004,calendar year,700968663,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2005,calendar year,729124915,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2006,calendar year,785562965,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2007,calendar year,764748153,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2008,calendar year,673031700,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2009,calendar year,591988415,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2010,calendar year,707829146,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2011,calendar year,683891544,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2012,calendar year,705403531,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2013,calendar year,771181525,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2014,calendar year,878806458,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2015,calendar year,933595096,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2016,calendar year,1034541060,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2017,calendar year,1121803264,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2018,calendar year,1274308607,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2019,calendar year,1250174929,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2020,calendar year,1399713802,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2021,calendar year,1784253058,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2022,calendar year,1141925107,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2023,calendar year,1027740881,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2024,calendar year,1144920095,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Floor coverings,Total,2025,calendar year,1111009155,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,1989,calendar year,16304161,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,1990,calendar year,13839077,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,1991,calendar year,15431409,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,1992,calendar year,24269488,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,1993,calendar year,28532274,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,1994,calendar year,30991767,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,1995,calendar year,36823780,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,1996,calendar year,42742724,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,1997,calendar year,39731659,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,1998,calendar year,44703940,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,1999,calendar year,48042399,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2000,calendar year,51264428,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2001,calendar year,49214851,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2002,calendar year,52423016,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2003,calendar year,60196899,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2004,calendar year,75010753,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2005,calendar year,71005859,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2006,calendar year,68184568,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2007,calendar year,63800781,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2008,calendar year,58359225,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2009,calendar year,43175126,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2010,calendar year,48870367,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2011,calendar year,48338122,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2012,calendar year,40422880,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2013,calendar year,38840903,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2014,calendar year,39755636,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2015,calendar year,40975919,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2016,calendar year,41520847,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2017,calendar year,45147039,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2018,calendar year,43594572,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2019,calendar year,35285999,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2020,calendar year,27223175,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2021,calendar year,36163972,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2022,calendar year,46346330,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2023,calendar year,31666140,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2024,calendar year,27931765,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Cotton,2025,calendar year,27602815,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,1989,calendar year,160969,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,1990,calendar year,617154,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,1991,calendar year,1854763,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,1992,calendar year,1235038,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,1993,calendar year,757640,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,1994,calendar year,1510351,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,1995,calendar year,1283447,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,1996,calendar year,424004,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,1997,calendar year,380230,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,1998,calendar year,599527,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,1999,calendar year,669315,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2000,calendar year,811611,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2001,calendar year,665412,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2002,calendar year,2445883,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2003,calendar year,3541774,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2004,calendar year,5019531,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2005,calendar year,8680957,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2006,calendar year,9229604,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2007,calendar year,10362254,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2008,calendar year,9122249,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2009,calendar year,6908396,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2010,calendar year,8942959,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2011,calendar year,8567500,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2012,calendar year,10945196,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2013,calendar year,11379927,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2014,calendar year,12077474,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2015,calendar year,13379511,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2016,calendar year,13027073,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2017,calendar year,13853042,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2018,calendar year,14104642,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2019,calendar year,12570622,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2020,calendar year,10154572,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2021,calendar year,13798700,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2022,calendar year,17061776,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2023,calendar year,12357582,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2024,calendar year,12579101,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Linen,2025,calendar year,10304945,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Wool,1989,calendar year,1239281,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Wool,1990,calendar year,1367659,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Wool,1991,calendar year,1682494,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Wool,1992,calendar year,3485221,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Wool,1993,calendar year,3631954,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Wool,1994,calendar year,2949495,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Wool,1995,calendar year,2538928,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Wool,1996,calendar year,1844585,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Wool,1997,calendar year,1827232,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Wool,1998,calendar year,1738044,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Wool,1999,calendar year,2372156,raw fiber equivalent pounds
1,"U.S. textile imports, by fiber",Headgear,Wool,2000,calendar year,2575535,raw fiber equivalent pounds
